Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
92,2022/07/15,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202207150.shtml),SDP,,ARI (https://www.baseball-reference.com/teams/ARI/2022.shtml),W,5,3,,51-41,2,9.5,Darvish (https://www.baseball-reference.com/players/d/darviyu01.shtml),Bumgarner (https://www.baseball-reference.com/players/b/bumgama01.shtml),Rogers (https://www.baseball-reference.com/players/r/rogerta01.shtml),3:04,N,"41,302",1,+,
93,2022/07/16,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202207160.shtml),SDP,,ARI (https://www.baseball-reference.com/teams/ARI/2022.shtml),W,4,3,,52-41,2,9.5,Manaea (https://www.baseball-reference.com/players/m/manaese01.shtml),Ramirez (https://www.baseball-reference.com/players/r/ramirno01.shtml),Rogers (https://www.baseball-reference.com/players/r/rogerta01.shtml),3:02,N,"42,384",0.97,++,
94,2022/07/17,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202207170.shtml),SDP,,ARI (https://www.baseball-reference.com/teams/ARI/2022.shtml),L,1,3,,52-42,2,10,Kelly (https://www.baseball-reference.com/players/k/kellyme01.shtml),Clevinger (https://www.baseball-reference.com/players/c/clevimi01.shtml),Melancon (https://www.baseball-reference.com/players/m/melanma01.shtml),3:20,D,"36,428",0.95,-,
95,2022/07/22,boxscore (https://www.baseball-reference.com/boxes/NYN/NYN202207220.shtml),SDP,@,NYM (https://www.baseball-reference.com/teams/NYM/2022.shtml),W,4,1,,53-42,2,10.5,Darvish (https://www.baseball-reference.com/players/d/darviyu01.shtml),Scherzer (https://www.baseball-reference.com/players/s/scherma01.shtml),Rogers (https://www.baseball-reference.com/players/r/rogerta01.shtml),3:01,N,"36,855",1,+,
96,2022/07/23,boxscore (https://www.baseball-reference.com/boxes/NYN/NYN202207230.shtml),SDP,@,NYM (https://www.baseball-reference.com/teams/NYM/2022.shtml),W,2,1,,54-42,2,10.5,Snell (https://www.baseball-reference.com/players/s/snellbl01.shtml),Bassitt (https://www.baseball-reference.com/players/b/bassich01.shtml),Rogers (https://www.baseball-reference.com/players/r/rogerta01.shtml),3:10,N,"39,359",0.98,++,
97,2022/07/24,boxscore (https://www.baseball-reference.com/boxes/NYN/NYN202207240.shtml),SDP,@,NYM (https://www.baseball-reference.com/teams/NYM/2022.shtml),L,5,8,,54-43,2,11.5,Smith (https://www.baseball-reference.com/players/s/smithdr01.shtml),Musgrove (https://www.baseball-reference.com/players/m/musgrjo01.shtml),Díaz (https://www.baseball-reference.com/players/d/diazed04.shtml),3:39,N,"35,475",0.92,-,
98,2022/07/25,boxscore (https://www.baseball-reference.com/boxes/DET/DET202207250.shtml),SDP,@,DET (https://www.baseball-reference.com/teams/DET/2022.shtml),L,4,12,,54-44,2,11.5,Vest (https://www.baseball-reference.com/players/v/vestwi01.shtml),Manaea (https://www.baseball-reference.com/players/m/manaese01.shtml),,3:09,N,"21,647",0.83,--,
99,2022/07/26,boxscore (https://www.baseball-reference.com/boxes/DET/DET202207260.shtml),SDP,@,DET (https://www.baseball-reference.com/teams/DET/2022.shtml),W,6,4,10,55-44,2,10.5,Rogers (https://www.baseball-reference.com/players/r/rogerta01.shtml),Soto (https://www.baseball-reference.com/players/s/sotogr01.shtml),Martinez (https://www.baseball-reference.com/players/m/martini01.shtml),3:43,N,"24,213",0.88,+,
100,2022/07/27,boxscore (https://www.baseball-reference.com/boxes/DET/DET202207270.shtml),SDP,@,DET (https://www.baseball-reference.com/teams/DET/2022.shtml),L-wo,3,4,,55-45,2,11.5,Fulmer (https://www.baseball-reference.com/players/f/fulmemi01.shtml),Rogers (https://www.baseball-reference.com/players/r/rogerta01.shtml),,3:03,D,"24,669",0.84,-,
101,2022/07/29,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202207290.shtml),SDP,,MIN (https://www.baseball-reference.com/teams/MIN/2022.shtml),W,10,1,,56-45,2,12,Snell (https://www.baseball-reference.com/players/s/snellbl01.shtml),Ryan (https://www.baseball-reference.com/players/r/ryanjo04.shtml),,2:47,N,"43,171",0.89,+,
102,2022/07/30,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202207300.shtml),SDP,,MIN (https://www.baseball-reference.com/teams/MIN/2022.shtml),L,4,7,,56-46,2,12,Gray (https://www.baseball-reference.com/players/g/grayso01.shtml),Musgrove (https://www.baseball-reference.com/players/m/musgrjo01.shtml),,3:34,D,"39,574",0.84,-,
103,2022/07/31,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202207310.shtml),SDP,,MIN (https://www.baseball-reference.com/teams/MIN/2022.shtml),W,3,2,,57-46,2,12,Manaea (https://www.baseball-reference.com/players/m/manaese01.shtml),Bundy (https://www.baseball-reference.com/players/b/bundydy01.shtml),García (https://www.baseball-reference.com/players/g/garcilu03.shtml),2:45,D,"37,336",0.87,+,
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
104,2022/08/01,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202208010.shtml),SDP,,COL (https://www.baseball-reference.com/teams/COL/2022.shtml),W,4,1,,58-46,2,12,Clevinger (https://www.baseball-reference.com/players/c/clevimi01.shtml),Senzatela (https://www.baseball-reference.com/players/s/senzaan01.shtml),García (https://www.baseball-reference.com/players/g/garcilu03.shtml),2:51,N,"29,983",0.87,++,
105,2022/08/02,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202208021.shtml),SDP,,COL (https://www.baseball-reference.com/teams/COL/2022.shtml),W,13,5,,59-46,2,11.5,Darvish (https://www.baseball-reference.com/players/d/darviyu01.shtml),Bird (https://www.baseball-reference.com/players/b/birdja01.shtml),,3:35,D,"23,828",0.85,+++,
106,2022/08/02,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202208022.shtml),SDP,,COL (https://www.baseball-reference.com/teams/COL/2022.shtml),W-wo,3,2,,60-46,2,11.5,Hader (https://www.baseball-reference.com/players/h/haderjo01.shtml),Colomé (https://www.baseball-reference.com/players/c/colomal01.shtml),,3:10,N,"30,759",0.78,++++,
107,2022/08/03,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202208030.shtml),SDP,,COL (https://www.baseball-reference.com/teams/COL/2022.shtml),W,9,1,,61-46,2,11.5,Snell (https://www.baseball-reference.com/players/s/snellbl01.shtml),Kuhl (https://www.baseball-reference.com/players/k/kuhlch01.shtml),,3:04,N,"44,652",0.74,+++++,
108,2022/08/04,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202208040.shtml),SDP,,COL (https://www.baseball-reference.com/teams/COL/2022.shtml),L,3,7,,61-47,2,12.5,Freeland (https://www.baseball-reference.com/players/f/freelky01.shtml),Musgrove (https://www.baseball-reference.com/players/m/musgrjo01.shtml),,3:41,D,"30,366",0.66,-,
109,2022/08/05,boxscore (https://www.baseball-reference.com/boxes/LAN/LAN202208050.shtml),SDP,@,LAD (https://www.baseball-reference.com/teams/LAD/2022.shtml),L,1,8,,61-48,2,13.5,Gonsolin (https://www.baseball-reference.com/players/g/gonsoto01.shtml),Manaea (https://www.baseball-reference.com/players/m/manaese01.shtml),,3:03,N,"52,714",0.74,--,
110,2022/08/06,boxscore (https://www.baseball-reference.com/boxes/LAN/LAN202208060.shtml),SDP,@,LAD (https://www.baseball-reference.com/teams/LAD/2022.shtml),L,3,8,,61-49,2,14.5,Martin (https://www.baseball-reference.com/players/m/martich02.shtml),Clevinger (https://www.baseball-reference.com/players/c/clevimi01.shtml),,3:08,N,"52,124",0.8,---,
111,2022/08/07,boxscore (https://www.baseball-reference.com/boxes/LAN/LAN202208070.shtml),SDP,@,LAD (https://www.baseball-reference.com/teams/LAD/2022.shtml),L,0,4,,61-50,2,15.5,Anderson (https://www.baseball-reference.com/players/a/anderty01.shtml),Darvish (https://www.baseball-reference.com/players/d/darviyu01.shtml),,2:48,D,"48,093",0.79,----,
112,2022/08/08,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202208080.shtml),SDP,,SFG (https://www.baseball-reference.com/teams/SFG/2022.shtml),L,0,1,,61-51,2,16,Wood (https://www.baseball-reference.com/players/w/woodal02.shtml),Snell (https://www.baseball-reference.com/players/s/snellbl01.shtml),Doval (https://www.baseball-reference.com/players/d/dovalca01.shtml),3:15,N,"40,686",0.94,-----,
113,2022/08/09,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202208090.shtml),SDP,,SFG (https://www.baseball-reference.com/teams/SFG/2022.shtml),W-wo,7,4,,62-51,2,16,Hill (https://www.baseball-reference.com/players/h/hillti01.shtml),Rogers (https://www.baseball-reference.com/players/r/rogerty01.shtml),,3:32,N,"38,626",0.99,+,
114,2022/08/10,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202208100.shtml),SDP,,SFG (https://www.baseball-reference.com/teams/SFG/2022.shtml),W,13,7,,63-51,2,16,Suarez (https://www.baseball-reference.com/players/s/suarero01.shtml),Marte (https://www.baseball-reference.com/players/m/marteyu01.shtml),,3:32,D,"32,834",0.89,++,
115,2022/08/12,boxscore (https://www.baseball-reference.com/boxes/WAS/WAS202208120.shtml),SDP,@,WSN (https://www.baseball-reference.com/teams/WSN/2022.shtml),W,10,5,,64-51,2,16,Clevinger (https://www.baseball-reference.com/players/c/clevimi01.shtml),Abbott (https://www.baseball-reference.com/players/a/abbotco01.shtml),,4:03,N,"35,390",0.78,+++,
116,2022/08/13,boxscore (https://www.baseball-reference.com/boxes/WAS/WAS202208130.shtml),SDP,@,WSN (https://www.baseball-reference.com/teams/WSN/2022.shtml),L,3,4,,64-52,2,17,Finnegan (https://www.baseball-reference.com/players/f/finneky01.shtml),Darvish (https://www.baseball-reference.com/players/d/darviyu01.shtml),Edwards (https://www.baseball-reference.com/players/e/edwarca01.shtml),3:31,N,"33,661",0.76,-,
117,2022/08/14,boxscore (https://www.baseball-reference.com/boxes/WAS/WAS202208140.shtml),SDP,@,WSN (https://www.baseball-reference.com/teams/WSN/2022.shtml),W,6,0,,65-52,2,16,Snell (https://www.baseball-reference.com/players/s/snellbl01.shtml),Espino (https://www.baseball-reference.com/players/e/espinpa01.shtml),,3:18,D,"27,498",0.8,+,
118,2022/08/15,boxscore (https://www.baseball-reference.com/boxes/MIA/MIA202208150.shtml),SDP,@,MIA (https://www.baseball-reference.com/teams/MIA/2022.shtml),L,0,3,,65-53,2,17,Alcántara (https://www.baseball-reference.com/players/a/alcansa01.shtml),Musgrove (https://www.baseball-reference.com/players/m/musgrjo01.shtml),Scott (https://www.baseball-reference.com/players/s/scottta01.shtml),3:04,N,"9,123",0.77,-,
119,2022/08/16,boxscore (https://www.baseball-reference.com/boxes/MIA/MIA202208160.shtml),SDP,@,MIA (https://www.baseball-reference.com/teams/MIA/2022.shtml),L,3,4,,65-54,2,17,Hernández (https://www.baseball-reference.com/players/h/hernael01.shtml),García (https://www.baseball-reference.com/players/g/garcilu03.shtml),Floro (https://www.baseball-reference.com/players/f/florody01.shtml),3:33,N,"9,065",0.76,--,
120,2022/08/17,boxscore (https://www.baseball-reference.com/boxes/MIA/MIA202208170.shtml),SDP,@,MIA (https://www.baseball-reference.com/teams/MIA/2022.shtml),W,10,3,,66-54,2,17,Morejón (https://www.baseball-reference.com/players/m/morejad01.shtml),López (https://www.baseball-reference.com/players/l/lopezpa01.shtml),,3:44,D,"7,273",0.85,+,
121,2022/08/18,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202208180.shtml),SDP,,WSN (https://www.baseball-reference.com/teams/WSN/2022.shtml),L,1,3,,66-55,2,17,Edwards (https://www.baseball-reference.com/players/e/edwarca01.shtml),Darvish (https://www.baseball-reference.com/players/d/darviyu01.shtml),Finnegan (https://www.baseball-reference.com/players/f/finneky01.shtml),3:19,N,"41,820",0.77,-,
122,2022/08/19,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202208190.shtml),SDP,,WSN (https://www.baseball-reference.com/teams/WSN/2022.shtml),L,3,6,,66-56,2,18,Ramírez (https://www.baseball-reference.com/players/r/ramirer02.shtml),Hader (https://www.baseball-reference.com/players/h/haderjo01.shtml),Finnegan (https://www.baseball-reference.com/players/f/finneky01.shtml),3:46,N,"39,474",0.85,--,
123,2022/08/20,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202208200.shtml),SDP,,WSN (https://www.baseball-reference.com/teams/WSN/2022.shtml),W,2,1,,67-56,2,18,Morejón (https://www.baseball-reference.com/players/m/morejad01.shtml),Cishek (https://www.baseball-reference.com/players/c/cishest01.shtml),García (https://www.baseball-reference.com/players/g/garcilu03.shtml),3:18,N,"42,529",0.85,+,
124,2022/08/21,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202208210.shtml),SDP,,WSN (https://www.baseball-reference.com/teams/WSN/2022.shtml),W,2,1,,68-56,2,18,Manaea (https://www.baseball-reference.com/players/m/manaese01.shtml),Corbin (https://www.baseball-reference.com/players/c/corbipa01.shtml),Martinez (https://www.baseball-reference.com/players/m/martini01.shtml),2:30,D,"37,040",0.76,++,
125,2022/08/23,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202208230.shtml),SDP,,CLE (https://www.baseball-reference.com/teams/CLE/2022.shtml),L,1,3,,68-57,2,18.5,Sandlin (https://www.baseball-reference.com/players/s/sandlni01.shtml),Clevinger (https://www.baseball-reference.com/players/c/clevimi01.shtml),Clase (https://www.baseball-reference.com/players/c/claseem01.shtml),3:20,N,"38,166",0.82,-,
126,2022/08/24,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202208240.shtml),SDP,,CLE (https://www.baseball-reference.com/teams/CLE/2022.shtml),L,0,7,,68-58,2,19.5,Quantrill (https://www.baseball-reference.com/players/q/quantca01.shtml),Snell (https://www.baseball-reference.com/players/s/snellbl01.shtml),,3:02,D,"30,409",0.85,--,
127,2022/08/26,boxscore (https://www.baseball-reference.com/boxes/KCA/KCA202208260.shtml),SDP,@,KCR (https://www.baseball-reference.com/teams/KCR/2022.shtml),W,13,5,,69-58,2,19.5,Suarez (https://www.baseball-reference.com/players/s/suarero01.shtml),Bubic (https://www.baseball-reference.com/players/b/bubickr01.shtml),,3:37,N,"16,479",0.84,+,
128,2022/08/27,boxscore (https://www.baseball-reference.com/boxes/KCA/KCA202208270.shtml),SDP,@,KCR (https://www.baseball-reference.com/teams/KCR/2022.shtml),W,4,3,,70-58,2,18.5,Darvish (https://www.baseball-reference.com/players/d/darviyu01.shtml),Lynch (https://www.baseball-reference.com/players/l/lynchda02.shtml),Martinez (https://www.baseball-reference.com/players/m/martini01.shtml),2:59,N,"22,232",0.76,++,
129,2022/08/28,boxscore (https://www.baseball-reference.com/boxes/KCA/KCA202208280.shtml),SDP,@,KCR (https://www.baseball-reference.com/teams/KCR/2022.shtml),L,7,15,,70-59,2,19.5,Heasley (https://www.baseball-reference.com/players/h/heasljo01.shtml),Manaea (https://www.baseball-reference.com/players/m/manaese01.shtml),,4:00,D,"12,584",0.75,-,
130,2022/08/29,boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202208290.shtml),SDP,@,SFG (https://www.baseball-reference.com/teams/SFG/2022.shtml),W,6,5,,71-59,2,19.5,Clevinger (https://www.baseball-reference.com/players/c/clevimi01.shtml),Rodón (https://www.baseball-reference.com/players/r/rodonca01.shtml),Martinez (https://www.baseball-reference.com/players/m/martini01.shtml),3:44,N,"24,815",0.89,+,
131,2022/08/30,boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202208300.shtml),SDP,@,SFG (https://www.baseball-reference.com/teams/SFG/2022.shtml),W,4,3,,72-59,2,19.5,Snell (https://www.baseball-reference.com/players/s/snellbl01.shtml),Webb (https://www.baseball-reference.com/players/w/webblo01.shtml),Martinez (https://www.baseball-reference.com/players/m/martini01.shtml),3:35,N,"28,267",0.82,++,
132,2022/08/31,boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202208310.shtml),SDP,@,SFG (https://www.baseball-reference.com/teams/SFG/2022.shtml),W,5,4,,73-59,2,18.5,Musgrove (https://www.baseball-reference.com/players/m/musgrjo01.shtml),Wood (https://www.baseball-reference.com/players/w/woodal02.shtml),Hader (https://www.baseball-reference.com/players/h/haderjo01.shtml),3:13,D,"25,298",0.7,+++,
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
133,2022/09/02,boxscore (https://www.baseball-reference.com/boxes/LAN/LAN202209020.shtml),SDP,@,LAD (https://www.baseball-reference.com/teams/LAD/2022.shtml),W,7,1,,74-59,2,17,Darvish (https://www.baseball-reference.com/players/d/darviyu01.shtml),May (https://www.baseball-reference.com/players/m/maydu01.shtml),,3:30,N,"45,164",0.62,++++,
134,2022/09/03,boxscore (https://www.baseball-reference.com/boxes/LAN/LAN202209030.shtml),SDP,@,LAD (https://www.baseball-reference.com/teams/LAD/2022.shtml),L,1,12,,74-60,2,18,Urías (https://www.baseball-reference.com/players/u/uriasju01.shtml),Manaea (https://www.baseball-reference.com/players/m/manaese01.shtml),,2:42,N,"46,144",0.5,-,
135,2022/09/04,boxscore (https://www.baseball-reference.com/boxes/LAN/LAN202209040.shtml),SDP,@,LAD (https://www.baseball-reference.com/teams/LAD/2022.shtml),L,4,9,,74-61,2,19,Vesia (https://www.baseball-reference.com/players/v/vesiaal01.shtml),Clevinger (https://www.baseball-reference.com/players/c/clevimi01.shtml),,4:08,D,"48,522",0.6,--,
136,2022/09/05,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202209050.shtml),SDP,,ARI (https://www.baseball-reference.com/teams/ARI/2022.shtml),L,0,5,,74-62,2,19,Nelson (https://www.baseball-reference.com/players/n/nelsory01.shtml),Snell (https://www.baseball-reference.com/players/s/snellbl01.shtml),,2:51,D,"37,713",0.62,---,
137,2022/09/06,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202209060.shtml),SDP,,ARI (https://www.baseball-reference.com/teams/ARI/2022.shtml),W-wo,6,5,,75-62,2,19,Martinez (https://www.baseball-reference.com/players/m/martini01.shtml),Kennedy (https://www.baseball-reference.com/players/k/kenneia01.shtml),,3:13,N,"31,380",0.8,+,
138,2022/09/07,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202209070.shtml),SDP,,ARI (https://www.baseball-reference.com/teams/ARI/2022.shtml),W,6,3,,76-62,2,19,Darvish (https://www.baseball-reference.com/players/d/darviyu01.shtml),Henry (https://www.baseball-reference.com/players/h/henryto01.shtml),Hader (https://www.baseball-reference.com/players/h/haderjo01.shtml),3:03,N,"36,948",0.67,++,
139,2022/09/09,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202209090.shtml),SDP,,LAD (https://www.baseball-reference.com/teams/LAD/2022.shtml),W-wo,5,4,10,77-62,2,18,Morejón (https://www.baseball-reference.com/players/m/morejad01.shtml),Hembree (https://www.baseball-reference.com/players/h/hembrhe01.shtml),,3:47,N,"43,286",0.62,+++,
140,2022/09/10,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202209100.shtml),SDP,,LAD (https://www.baseball-reference.com/teams/LAD/2022.shtml),L,4,8,,77-63,2,19,Urías (https://www.baseball-reference.com/players/u/uriasju01.shtml),Snell (https://www.baseball-reference.com/players/s/snellbl01.shtml),,3:07,N,"43,639",0.45,-,
141,2022/09/11,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202209110.shtml),SDP,,LAD (https://www.baseball-reference.com/teams/LAD/2022.shtml),L,2,11,,77-64,2,20,Heaney (https://www.baseball-reference.com/players/h/heanean01.shtml),Musgrove (https://www.baseball-reference.com/players/m/musgrjo01.shtml),,3:01,D,"41,652",0.64,--,
142,2022/09/13,boxscore (https://www.baseball-reference.com/boxes/SEA/SEA202209130.shtml),SDP,@,SEA (https://www.baseball-reference.com/teams/SEA/2022.shtml),W,2,0,,78-64,2,20.5,Darvish (https://www.baseball-reference.com/players/d/darviyu01.shtml),Gilbert (https://www.baseball-reference.com/players/g/gilbelo01.shtml),Hader (https://www.baseball-reference.com/players/h/haderjo01.shtml),3:04,N,"34,740",0.87,+,
143,2022/09/14,boxscore (https://www.baseball-reference.com/boxes/SEA/SEA202209140.shtml),SDP,@,SEA (https://www.baseball-reference.com/teams/SEA/2022.shtml),L,1,6,,78-65,2,20.5,Castillo (https://www.baseball-reference.com/players/c/castilu02.shtml),Clevinger (https://www.baseball-reference.com/players/c/clevimi01.shtml),,2:53,D,"24,238",0.84,-,
144,2022/09/15,boxscore (https://www.baseball-reference.com/boxes/ARI/ARI202209150.shtml),SDP,@,ARI (https://www.baseball-reference.com/teams/ARI/2022.shtml),L,0,4,,78-66,2,21,Jameson (https://www.baseball-reference.com/players/j/jamesdr01.shtml),Manaea (https://www.baseball-reference.com/players/m/manaese01.shtml),,2:38,N,"17,121",0.9,--,
145,2022/09/16,boxscore (https://www.baseball-reference.com/boxes/ARI/ARI202209160.shtml),SDP,@,ARI (https://www.baseball-reference.com/teams/ARI/2022.shtml),W,12,3,,79-66,2,21,Snell (https://www.baseball-reference.com/players/s/snellbl01.shtml),Bumgarner (https://www.baseball-reference.com/players/b/bumgama01.shtml),,2:58,N,"19,945",0.94,+,
146,2022/09/17,boxscore (https://www.baseball-reference.com/boxes/ARI/ARI202209170.shtml),SDP,@,ARI (https://www.baseball-reference.com/teams/ARI/2022.shtml),W,2,0,,80-66,2,21,Musgrove (https://www.baseball-reference.com/players/m/musgrjo01.shtml),Gallen (https://www.baseball-reference.com/players/g/galleza01.shtml),Hader (https://www.baseball-reference.com/players/h/haderjo01.shtml),2:51,N,"29,796",0.98,++,
147,2022/09/18,boxscore (https://www.baseball-reference.com/boxes/ARI/ARI202209180.shtml),SDP,@,ARI (https://www.baseball-reference.com/teams/ARI/2022.shtml),W,6,1,,81-66,2,21,Darvish (https://www.baseball-reference.com/players/d/darviyu01.shtml),Nelson (https://www.baseball-reference.com/players/n/nelsory01.shtml),,3:03,D,"20,480",0.94,+++,
148,2022/09/20,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202209200.shtml),SDP,,STL (https://www.baseball-reference.com/teams/STL/2022.shtml),W,5,0,,82-66,2,21,Clevinger (https://www.baseball-reference.com/players/c/clevimi01.shtml),Wainwright (https://www.baseball-reference.com/players/w/wainwad01.shtml),,2:56,N,"39,538",0.5,++++,
149,2022/09/21,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202209210.shtml),SDP,,STL (https://www.baseball-reference.com/teams/STL/2022.shtml),W,1,0,,83-66,2,20,Snell (https://www.baseball-reference.com/players/s/snellbl01.shtml),Mikolas (https://www.baseball-reference.com/players/m/mikolmi01.shtml),Hader (https://www.baseball-reference.com/players/h/haderjo01.shtml),2:55,N,"38,643",0.26,+++++,
150,2022/09/22,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202209220.shtml),SDP,,STL (https://www.baseball-reference.com/teams/STL/2022.shtml),L,4,5,,83-67,2,21,Flaherty (https://www.baseball-reference.com/players/f/flaheja01.shtml),Martinez (https://www.baseball-reference.com/players/m/martini01.shtml),Gallegos (https://www.baseball-reference.com/players/g/gallegi01.shtml),3:03,D,"33,389",0.26,-,
151,2022/09/23,boxscore (https://www.baseball-reference.com/boxes/COL/COL202209230.shtml),SDP,@,COL (https://www.baseball-reference.com/teams/COL/2022.shtml),L-wo,3,4,10,83-68,2,21,Bard (https://www.baseball-reference.com/players/b/bardda01.shtml),Morejón (https://www.baseball-reference.com/players/m/morejad01.shtml),,3:23,N,"48,321",0.47,--,
152,2022/09/24,boxscore (https://www.baseball-reference.com/boxes/COL/COL202209240.shtml),SDP,@,COL (https://www.baseball-reference.com/teams/COL/2022.shtml),W,9,3,,84-68,2,21,Darvish (https://www.baseball-reference.com/players/d/darviyu01.shtml),Kuhl (https://www.baseball-reference.com/players/k/kuhlch01.shtml),,3:14,N,"45,983",0.79,+,
153,2022/09/25,boxscore (https://www.baseball-reference.com/boxes/COL/COL202209250.shtml),SDP,@,COL (https://www.baseball-reference.com/teams/COL/2022.shtml),W,13,6,,85-68,2,21,Suarez (https://www.baseball-reference.com/players/s/suarero01.shtml),Freeland (https://www.baseball-reference.com/players/f/freelky01.shtml),,3:43,D,"40,503",0.75,++,
154,2022/09/27,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202209270.shtml),SDP,,LAD (https://www.baseball-reference.com/teams/LAD/2022.shtml),W-wo,4,3,10,86-68,2,20,Johnson (https://www.baseball-reference.com/players/j/johnspi01.shtml),Kimbrel (https://www.baseball-reference.com/players/k/kimbrcr01.shtml),,4:09,N,"32,127",0.34,+++,
155,2022/09/28,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202209280.shtml),SDP,,LAD (https://www.baseball-reference.com/teams/LAD/2022.shtml),L,0,1,10,86-69,2,21,Vesia (https://www.baseball-reference.com/players/v/vesiaal01.shtml),Wilson (https://www.baseball-reference.com/players/w/wilsost02.shtml),Kahnle (https://www.baseball-reference.com/players/k/kahnlto01.shtml),3:44,N,"32,523",0.12,-,
156,2022/09/29,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202209290.shtml),SDP,,LAD (https://www.baseball-reference.com/teams/LAD/2022.shtml),L,2,5,,86-70,2,22,Heaney (https://www.baseball-reference.com/players/h/heanean01.shtml),Johnson (https://www.baseball-reference.com/players/j/johnspi01.shtml),Price (https://www.baseball-reference.com/players/p/priceda01.shtml),3:17,N,"35,636",0.19,--,
157,2022/09/30,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202209300.shtml),SDP,,CHW (https://www.baseball-reference.com/teams/CHW/2022.shtml),L,1,3,,86-71,2,23,Martin (https://www.baseball-reference.com/players/m/martida03.shtml),Darvish (https://www.baseball-reference.com/players/d/darviyu01.shtml),Hendriks (https://www.baseball-reference.com/players/h/hendrli01.shtml),3:23,N,"37,490",0.17,---,
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
158,2022/10/01,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202210010.shtml),SDP,,CHW (https://www.baseball-reference.com/teams/CHW/2022.shtml),W,5,2,,87-71,2,23,Clevinger (https://www.baseball-reference.com/players/c/clevimi01.shtml),Cease (https://www.baseball-reference.com/players/c/ceasedy01.shtml),Hader (https://www.baseball-reference.com/players/h/haderjo01.shtml),3:07,N,"38,114",0.47,+,
159,2022/10/02,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202210020.shtml),SDP,,CHW (https://www.baseball-reference.com/teams/CHW/2022.shtml),L,1,2,,87-72,2,23,Lynn (https://www.baseball-reference.com/players/l/lynnla01.shtml),Snell (https://www.baseball-reference.com/players/s/snellbl01.shtml),Hendriks (https://www.baseball-reference.com/players/h/hendrli01.shtml),3:06,D,"41,407",0.11,-,
160,2022/10/03,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202210030.shtml),SDP,,SFG (https://www.baseball-reference.com/teams/SFG/2022.shtml),W,7,4,,88-72,2,22,Morejón (https://www.baseball-reference.com/players/m/morejad01.shtml),Miller (https://www.baseball-reference.com/players/m/millesh01.shtml),Hader (https://www.baseball-reference.com/players/h/haderjo01.shtml),3:12,N,"31,687",-0.02,+,
161,2022/10/04,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202210040.shtml),SDP,,SFG (https://www.baseball-reference.com/teams/SFG/2022.shtml),W,6,2,,89-72,2,21,Manaea (https://www.baseball-reference.com/players/m/manaese01.shtml),Cobb (https://www.baseball-reference.com/players/c/cobbal01.shtml),,2:44,N,"32,884",0.08,++,
