Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
129,2022/08/29,boxscore (https://www.baseball-reference.com/boxes/ANA/ANA202208290.shtml),NYY,@,LAA (https://www.baseball-reference.com/teams/LAA/2022.shtml),L,3,4,,78-51,1,up 7.0,Suarez (https://www.baseball-reference.com/players/s/suarejo01.shtml),Montas (https://www.baseball-reference.com/players/m/montafr02.shtml),Herget (https://www.baseball-reference.com/players/h/hergeji01.shtml),3:00,N,"44,537",0.41,---,
130,2022/08/30,boxscore (https://www.baseball-reference.com/boxes/ANA/ANA202208300.shtml),NYY,@,LAA (https://www.baseball-reference.com/teams/LAA/2022.shtml),W,7,4,,79-51,1,up 7.0,Weissert (https://www.baseball-reference.com/players/w/weissgr01.shtml),Mayers (https://www.baseball-reference.com/players/m/mayermi01.shtml),,2:59,N,"42,684",0.47,+,
131,2022/08/31,boxscore (https://www.baseball-reference.com/boxes/ANA/ANA202208310.shtml),NYY,@,LAA (https://www.baseball-reference.com/teams/LAA/2022.shtml),L,2,3,,79-52,1,up 6.0,Sandoval (https://www.baseball-reference.com/players/s/sandopa02.shtml),Cole (https://www.baseball-reference.com/players/c/colege01.shtml),Herget (https://www.baseball-reference.com/players/h/hergeji01.shtml),2:43,N,"43,555",0.49,-,
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
132,2022/09/02,boxscore (https://www.baseball-reference.com/boxes/TBA/TBA202209020.shtml),NYY,@,TBR (https://www.baseball-reference.com/teams/TBR/2022.shtml),L,0,9,,79-53,1,up 5.0,Springs (https://www.baseball-reference.com/players/s/sprinje01.shtml),Germán (https://www.baseball-reference.com/players/g/germado01.shtml),,3:24,N,"17,886",0.86,--,
133,2022/09/03,boxscore (https://www.baseball-reference.com/boxes/TBA/TBA202209030.shtml),NYY,@,TBR (https://www.baseball-reference.com/teams/TBR/2022.shtml),L,1,2,,79-54,1,up 4.0,Kluber (https://www.baseball-reference.com/players/k/klubeco01.shtml),Schmidt (https://www.baseball-reference.com/players/s/schmicl01.shtml),Adam (https://www.baseball-reference.com/players/a/adamja01.shtml),2:39,N,"21,754",1.13,---,
134,2022/09/04,boxscore (https://www.baseball-reference.com/boxes/TBA/TBA202209040.shtml),NYY,@,TBR (https://www.baseball-reference.com/teams/TBR/2022.shtml),W,2,1,,80-54,1,up 5.0,Montas (https://www.baseball-reference.com/players/m/montafr02.shtml),Armstrong (https://www.baseball-reference.com/players/a/armstsh01.shtml),Holmes (https://www.baseball-reference.com/players/h/holmecl01.shtml),3:37,D,"25,025",1.33,+,
135,2022/09/05,boxscore (https://www.baseball-reference.com/boxes/NYA/NYA202209050.shtml),NYY,,MIN (https://www.baseball-reference.com/teams/MIN/2022.shtml),W,5,2,,81-54,1,up 5.0,Weissert (https://www.baseball-reference.com/players/w/weissgr01.shtml),Megill (https://www.baseball-reference.com/players/m/megiltr01.shtml),Holmes (https://www.baseball-reference.com/players/h/holmecl01.shtml),2:58,D,"38,446",0.73,++,
136,2022/09/07,boxscore (https://www.baseball-reference.com/boxes/NYA/NYA202209071.shtml),NYY,,MIN (https://www.baseball-reference.com/teams/MIN/2022.shtml),W-wo,5,4,12,82-54,1,up 5.0,Weissert (https://www.baseball-reference.com/players/w/weissgr01.shtml),Megill (https://www.baseball-reference.com/players/m/megiltr01.shtml),,4:03,D,,0.75,+++,2022-09-06 (Rain)
137,2022/09/07,boxscore (https://www.baseball-reference.com/boxes/NYA/NYA202209072.shtml),NYY,,MIN (https://www.baseball-reference.com/teams/MIN/2022.shtml),W,7,1,,83-54,1,up 5.0,Cole (https://www.baseball-reference.com/players/c/colege01.shtml),Ryan (https://www.baseball-reference.com/players/r/ryanjo04.shtml),Luetge (https://www.baseball-reference.com/players/l/luetglu01.shtml),3:17,D,"30,157",0.64,++++,
138,2022/09/08,boxscore (https://www.baseball-reference.com/boxes/NYA/NYA202209080.shtml),NYY,,MIN (https://www.baseball-reference.com/teams/MIN/2022.shtml),L,3,4,,83-55,1,up 4.5,Jax (https://www.baseball-reference.com/players/j/jaxgr01.shtml),Peralta (https://www.baseball-reference.com/players/p/peralwa01.shtml),Fulmer (https://www.baseball-reference.com/players/f/fulmemi01.shtml),3:21,N,"35,551",0.59,-,
139,2022/09/09,boxscore (https://www.baseball-reference.com/boxes/NYA/NYA202209090.shtml),NYY,,TBR (https://www.baseball-reference.com/teams/TBR/2022.shtml),L,2,4,,83-56,1,up 3.5,Rasmussen (https://www.baseball-reference.com/players/r/rasmudr01.shtml),Montas (https://www.baseball-reference.com/players/m/montafr02.shtml),Armstrong (https://www.baseball-reference.com/players/a/armstsh01.shtml),3:32,N,"46,160",1.13,--,
140,2022/09/10,boxscore (https://www.baseball-reference.com/boxes/NYA/NYA202209100.shtml),NYY,,TBR (https://www.baseball-reference.com/teams/TBR/2022.shtml),W,10,3,,84-56,1,up 4.5,Taillon (https://www.baseball-reference.com/players/t/taillja01.shtml),Kluber (https://www.baseball-reference.com/players/k/klubeco01.shtml),,2:47,D,"43,088",1.48,+,
141,2022/09/11,boxscore (https://www.baseball-reference.com/boxes/NYA/NYA202209110.shtml),NYY,,TBR (https://www.baseball-reference.com/teams/TBR/2022.shtml),W,10,4,,85-56,1,up 5.5,Peralta (https://www.baseball-reference.com/players/p/peralwa01.shtml),Patiño (https://www.baseball-reference.com/players/p/patinlu01.shtml),,3:11,D,"36,402",1.15,++,
142,2022/09/13,boxscore (https://www.baseball-reference.com/boxes/BOS/BOS202209130.shtml),NYY,@,BOS (https://www.baseball-reference.com/teams/BOS/2022.shtml),W,7,6,10,86-56,1,up 6.0,Holmes (https://www.baseball-reference.com/players/h/holmecl01.shtml),Familia (https://www.baseball-reference.com/players/f/familje01.shtml),Peralta (https://www.baseball-reference.com/players/p/peralwa01.shtml),3:37,N,"34,250",0.55,+++,
143,2022/09/14,boxscore (https://www.baseball-reference.com/boxes/BOS/BOS202209140.shtml),NYY,@,BOS (https://www.baseball-reference.com/teams/BOS/2022.shtml),W,5,3,,87-56,1,up 6.0,Cortés (https://www.baseball-reference.com/players/c/cortene01.shtml),Bello (https://www.baseball-reference.com/players/b/bellobr01.shtml),Holmes (https://www.baseball-reference.com/players/h/holmecl01.shtml),3:07,N,"36,581",0.4,++++,
144,2022/09/16,boxscore (https://www.baseball-reference.com/boxes/MIL/MIL202209160.shtml),NYY,@,MIL (https://www.baseball-reference.com/teams/MIL/2022.shtml),L-wo,6,7,,87-57,1,up 5.5,Rogers (https://www.baseball-reference.com/players/r/rogerta01.shtml),Holmes (https://www.baseball-reference.com/players/h/holmecl01.shtml),,4:09,N,"36,011",0.29,-,
145,2022/09/17,boxscore (https://www.baseball-reference.com/boxes/MIL/MIL202209170.shtml),NYY,@,MIL (https://www.baseball-reference.com/teams/MIL/2022.shtml),L,1,4,,87-58,1,up 4.5,Woodruff (https://www.baseball-reference.com/players/w/woodrbr01.shtml),Taillon (https://www.baseball-reference.com/players/t/taillja01.shtml),Williams (https://www.baseball-reference.com/players/w/willide03.shtml),2:56,N,"41,210",0.35,--,
146,2022/09/18,boxscore (https://www.baseball-reference.com/boxes/MIL/MIL202209180.shtml),NYY,@,MIL (https://www.baseball-reference.com/teams/MIL/2022.shtml),W,12,8,,88-58,1,up 5.5,Cole (https://www.baseball-reference.com/players/c/colege01.shtml),Milner (https://www.baseball-reference.com/players/m/milneho01.shtml),,3:46,D,"35,964",0.51,+,
147,2022/09/20,boxscore (https://www.baseball-reference.com/boxes/NYA/NYA202209200.shtml),NYY,,PIT (https://www.baseball-reference.com/teams/PIT/2022.shtml),W-wo,9,8,,89-58,1,up 5.5,Chapman (https://www.baseball-reference.com/players/c/chapmar01.shtml),Crowe (https://www.baseball-reference.com/players/c/crowewi01.shtml),,3:33,N,"40,157",0.32,++,
148,2022/09/21,boxscore (https://www.baseball-reference.com/boxes/NYA/NYA202209210.shtml),NYY,,PIT (https://www.baseball-reference.com/teams/PIT/2022.shtml),W,14,2,,90-58,1,up 6.5,Severino (https://www.baseball-reference.com/players/s/severlu01.shtml),Contreras (https://www.baseball-reference.com/players/c/contrro01.shtml),,2:51,N,"46,175",0.28,+++,
149,2022/09/22,boxscore (https://www.baseball-reference.com/boxes/NYA/NYA202209220.shtml),NYY,,BOS (https://www.baseball-reference.com/teams/BOS/2022.shtml),W-wo,5,4,10,91-58,1,up 7.5,Holmes (https://www.baseball-reference.com/players/h/holmecl01.shtml),Ort (https://www.baseball-reference.com/players/o/ortka01.shtml),,3:34,N,"43,123",0.16,++++,
150,2022/09/23,boxscore (https://www.baseball-reference.com/boxes/NYA/NYA202209230.shtml),NYY,,BOS (https://www.baseball-reference.com/teams/BOS/2022.shtml),W,5,4,,92-58,1,up 8.5,Loáisiga (https://www.baseball-reference.com/players/l/loaisjo01.shtml),Strahm (https://www.baseball-reference.com/players/s/strahma01.shtml),,3:00,N,"47,346",0.09,+++++,
151,2022/09/24,boxscore (https://www.baseball-reference.com/boxes/NYA/NYA202209240.shtml),NYY,,BOS (https://www.baseball-reference.com/teams/BOS/2022.shtml),W,7,5,,93-58,1,up 8.5,Luetge (https://www.baseball-reference.com/players/l/luetglu01.shtml),Schreiber (https://www.baseball-reference.com/players/s/schrejo01.shtml),Effross (https://www.baseball-reference.com/players/e/effrosc01.shtml),3:25,D,"47,611",0.07,++++++,
152,2022/09/25,boxscore (https://www.baseball-reference.com/boxes/NYA/NYA202209250.shtml),NYY,,BOS (https://www.baseball-reference.com/teams/BOS/2022.shtml),W,2,0,6,94-58,1,up 8.5,Cortés (https://www.baseball-reference.com/players/c/cortene01.shtml),Bello (https://www.baseball-reference.com/players/b/bellobr01.shtml),,2:07,N,"46,707",0.05,+++++++,
153,2022/09/26,boxscore (https://www.baseball-reference.com/boxes/TOR/TOR202209260.shtml),NYY,@,TOR (https://www.baseball-reference.com/teams/TOR/2022.shtml),L-wo,2,3,10,94-59,1,up 7.5,Mayza (https://www.baseball-reference.com/players/m/mayzati01.shtml),Schmidt (https://www.baseball-reference.com/players/s/schmicl01.shtml),,3:29,N,"34,307",0.05,-,
154,2022/09/27,boxscore (https://www.baseball-reference.com/boxes/TOR/TOR202209270.shtml),NYY,@,TOR (https://www.baseball-reference.com/teams/TOR/2022.shtml),W,5,2,,95-59,1,up 8.5,Taillon (https://www.baseball-reference.com/players/t/taillja01.shtml),Berríos (https://www.baseball-reference.com/players/b/berrijo01.shtml),Trivino (https://www.baseball-reference.com/players/t/trivilo01.shtml),2:55,N,"40,528",0.03,+,
155,2022/09/28,boxscore (https://www.baseball-reference.com/boxes/TOR/TOR202209280.shtml),NYY,@,TOR (https://www.baseball-reference.com/teams/TOR/2022.shtml),W,8,3,,96-59,1,up 9.5,Cole (https://www.baseball-reference.com/players/c/colege01.shtml),Mayza (https://www.baseball-reference.com/players/m/mayzati01.shtml),,3:20,N,"37,008",0.05,++,
156,2022/09/30,boxscore (https://www.baseball-reference.com/boxes/NYA/NYA202209300.shtml),NYY,,BAL (https://www.baseball-reference.com/teams/BAL/2022.shtml),L,1,2,,96-60,1,up 8.5,Lyles (https://www.baseball-reference.com/players/l/lylesjo01.shtml),Germán (https://www.baseball-reference.com/players/g/germado01.shtml),Hall (https://www.baseball-reference.com/players/h/halldl01.shtml),3:12,N,"47,583",0.05,-,
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
157,2022/10/01,boxscore (https://www.baseball-reference.com/boxes/NYA/NYA202210010.shtml),NYY,,BAL (https://www.baseball-reference.com/teams/BAL/2022.shtml),W,8,0,,97-60,1,up 8.5,Cortés (https://www.baseball-reference.com/players/c/cortene01.shtml),Voth (https://www.baseball-reference.com/players/v/vothau01.shtml),,2:38,D,"45,428",0.05,+,
158,2022/10/02,boxscore (https://www.baseball-reference.com/boxes/NYA/NYA202210020.shtml),NYY,,BAL (https://www.baseball-reference.com/teams/BAL/2022.shtml),L,1,3,,97-61,1,up 7.5,Gillaspie (https://www.baseball-reference.com/players/g/gillalo01.shtml),Chapman (https://www.baseball-reference.com/players/c/chapmar01.shtml),Tate (https://www.baseball-reference.com/players/t/tatedi01.shtml),3:35,D,"44,332",0.07,-,
159,2022/10/03,boxscore (https://www.baseball-reference.com/boxes/TEX/TEX202210030.shtml),NYY,@,TEX (https://www.baseball-reference.com/teams/TEX/2022.shtml),W,3,1,,98-61,1,up 7.5,Severino (https://www.baseball-reference.com/players/s/severlu01.shtml),Pérez (https://www.baseball-reference.com/players/p/perezma02.shtml),Effross (https://www.baseball-reference.com/players/e/effrosc01.shtml),2:29,N,"35,906",0.04,+,
160,2022/10/04,boxscore (https://www.baseball-reference.com/boxes/TEX/TEX202210041.shtml),NYY,@,TEX (https://www.baseball-reference.com/teams/TEX/2022.shtml),W,5,4,,99-61,1,up 7.5,Chapman (https://www.baseball-reference.com/players/c/chapmar01.shtml),Burke (https://www.baseball-reference.com/players/b/burkebr01.shtml),Loáisiga (https://www.baseball-reference.com/players/l/loaisjo01.shtml),2:45,D,"30,553",0.07,++,
161,2022/10/04,boxscore (https://www.baseball-reference.com/boxes/TEX/TEX202210042.shtml),NYY,@,TEX (https://www.baseball-reference.com/teams/TEX/2022.shtml),L,2,3,,99-62,1,up 7.5,Allard (https://www.baseball-reference.com/players/a/allarko01.shtml),Cole (https://www.baseball-reference.com/players/c/colege01.shtml),Moore (https://www.baseball-reference.com/players/m/moorema02.shtml),2:36,N,"38,832",0.1,-,
162,2022/10/05,boxscore (https://www.baseball-reference.com/boxes/TEX/TEX202210050.shtml),NYY,@,TEX (https://www.baseball-reference.com/teams/TEX/2022.shtml),L,2,4,,99-63,1,up 7.0,Otto (https://www.baseball-reference.com/players/o/ottogl01.shtml),Germán (https://www.baseball-reference.com/players/g/germado01.shtml),Moore (https://www.baseball-reference.com/players/m/moorema02.shtml),2:48,D,"28,056",0.03,--,
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,2022/04/08,boxscore (https://www.baseball-reference.com/boxes/PHI/PHI202204080.shtml),OAK,@,PHI (https://www.baseball-reference.com/teams/PHI/2022.shtml),L,5,9,,0-1,3,1.5,Nola (https://www.baseball-reference.com/players/n/nolaaa01.shtml),Montas (https://www.baseball-reference.com/players/m/montafr02.shtml),,3:14,D,"44,232",0.88,-,
2,2022/04/09,boxscore (https://www.baseball-reference.com/boxes/PHI/PHI202204090.shtml),OAK,@,PHI (https://www.baseball-reference.com/teams/PHI/2022.shtml),L,2,4,,0-2,4,2,Gibson (https://www.baseball-reference.com/players/g/gibsoky01.shtml),Irvin (https://www.baseball-reference.com/players/i/irvinco01.shtml),Knebel (https://www.baseball-reference.com/players/k/knebeco01.shtml),2:37,D,"41,622",0.83,--,
3,2022/04/10,boxscore (https://www.baseball-reference.com/boxes/PHI/PHI202204100.shtml),OAK,@,PHI (https://www.baseball-reference.com/teams/PHI/2022.shtml),W,4,1,,1-2,3,1.5,Jefferies (https://www.baseball-reference.com/players/j/jeffeda01.shtml),Falter (https://www.baseball-reference.com/players/f/falteba01.shtml),,2:57,D,"33,507",0.81,+,
4,2022/04/11,boxscore (https://www.baseball-reference.com/boxes/TBA/TBA202204110.shtml),OAK,@,TBR (https://www.baseball-reference.com/teams/TBR/2022.shtml),W,13,2,,2-2,2,1,Blackburn (https://www.baseball-reference.com/players/b/blackpa01.shtml),Patiño (https://www.baseball-reference.com/players/p/patinlu01.shtml),,3:00,N,"9,139",0.9,++,
5,2022/04/12,boxscore (https://www.baseball-reference.com/boxes/TBA/TBA202204120.shtml),OAK,@,TBR (https://www.baseball-reference.com/teams/TBR/2022.shtml),L-wo,8,9,10,2-3,3,2,Thompson (https://www.baseball-reference.com/players/t/thompry02.shtml),Trivino (https://www.baseball-reference.com/players/t/trivilo01.shtml),,4:12,N,"7,588",0.97,-,
6,2022/04/13,boxscore (https://www.baseball-reference.com/boxes/TBA/TBA202204130.shtml),OAK,@,TBR (https://www.baseball-reference.com/teams/TBR/2022.shtml),W,4,2,,3-3,2,1,Montas (https://www.baseball-reference.com/players/m/montafr02.shtml),McClanahan (https://www.baseball-reference.com/players/m/mcclash01.shtml),Trivino (https://www.baseball-reference.com/players/t/trivilo01.shtml),3:02,N,"8,954",0.91,+,
7,2022/04/14,boxscore (https://www.baseball-reference.com/boxes/TBA/TBA202204140.shtml),OAK,@,TBR (https://www.baseball-reference.com/teams/TBR/2022.shtml),W,6,3,,4-3,2,0.5,Irvin (https://www.baseball-reference.com/players/i/irvinco01.shtml),Fleming (https://www.baseball-reference.com/players/f/flemijo01.shtml),Jiménez (https://www.baseball-reference.com/players/j/jimenda01.shtml),2:33,D,"8,287",1.01,++,
8,2022/04/15,boxscore (https://www.baseball-reference.com/boxes/TOR/TOR202204150.shtml),OAK,@,TOR (https://www.baseball-reference.com/teams/TOR/2022.shtml),L,1,4,,4-4,2,0.5,Cimber (https://www.baseball-reference.com/players/c/cimbead01.shtml),Jefferies (https://www.baseball-reference.com/players/j/jeffeda01.shtml),Romano (https://www.baseball-reference.com/players/r/romanjo03.shtml),3:00,N,"35,415",1,-,
9,2022/04/16,boxscore (https://www.baseball-reference.com/boxes/TOR/TOR202204160.shtml),OAK,@,TOR (https://www.baseball-reference.com/teams/TOR/2022.shtml),W,7,5,,5-4,2,0.5,Jiménez (https://www.baseball-reference.com/players/j/jimenda01.shtml),Merryweather (https://www.baseball-reference.com/players/m/merryju01.shtml),Trivino (https://www.baseball-reference.com/players/t/trivilo01.shtml),3:05,D,"32,330",0.96,+,
10,2022/04/17,boxscore (https://www.baseball-reference.com/boxes/TOR/TOR202204170.shtml),OAK,@,TOR (https://www.baseball-reference.com/teams/TOR/2022.shtml),L,3,4,,5-5,3,1,Manoah (https://www.baseball-reference.com/players/m/manoaal01.shtml),Oller (https://www.baseball-reference.com/players/o/ollerad01.shtml),Romano (https://www.baseball-reference.com/players/r/romanjo03.shtml),3:05,D,"27,490",1.03,-,
11,2022/04/18,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202204180.shtml),OAK,,BAL (https://www.baseball-reference.com/teams/BAL/2022.shtml),W,5,1,,6-5,2,0.5,Montas (https://www.baseball-reference.com/players/m/montafr02.shtml),Krehbiel (https://www.baseball-reference.com/players/k/krehbjo01.shtml),,2:59,N,"17,503",0.94,+,
12,2022/04/19,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202204190.shtml),OAK,,BAL (https://www.baseball-reference.com/teams/BAL/2022.shtml),W,2,1,,7-5,1,Tied,Logue (https://www.baseball-reference.com/players/l/logueza01.shtml),Baumann (https://www.baseball-reference.com/players/b/baumami01.shtml),Jackson (https://www.baseball-reference.com/players/j/jacksza02.shtml),3:11,N,"3,748",1.07,++,
13,2022/04/20,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202204200.shtml),OAK,,BAL (https://www.baseball-reference.com/teams/BAL/2022.shtml),L,0,1,,7-6,3,1,Lyles (https://www.baseball-reference.com/players/l/lylesjo01.shtml),Jefferies (https://www.baseball-reference.com/players/j/jeffeda01.shtml),López (https://www.baseball-reference.com/players/l/lopezjo02.shtml),3:02,D,"2,703",1.05,-,
14,2022/04/21,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202204210.shtml),OAK,,BAL (https://www.baseball-reference.com/teams/BAL/2022.shtml),W,6,4,,8-6,2,0.5,Blackburn (https://www.baseball-reference.com/players/b/blackpa01.shtml),Wells (https://www.baseball-reference.com/players/w/wellsty01.shtml),Jiménez (https://www.baseball-reference.com/players/j/jimenda01.shtml),2:50,D,"4,429",1.01,+,
15,2022/04/22,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202204220.shtml),OAK,,TEX (https://www.baseball-reference.com/teams/TEX/2022.shtml),L,1,8,,8-7,3,0.5,Otto (https://www.baseball-reference.com/players/o/ottogl01.shtml),Oller (https://www.baseball-reference.com/players/o/ollerad01.shtml),,3:05,N,"7,012",1.06,-,
16,2022/04/23,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202204230.shtml),OAK,,TEX (https://www.baseball-reference.com/teams/TEX/2022.shtml),L,0,2,,8-8,3,1.5,Burke (https://www.baseball-reference.com/players/b/burkebr01.shtml),Montas (https://www.baseball-reference.com/players/m/montafr02.shtml),Bush (https://www.baseball-reference.com/players/b/bushma01.shtml),2:41,D,"9,120",1.08,--,
17,2022/04/24,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202204240.shtml),OAK,,TEX (https://www.baseball-reference.com/teams/TEX/2022.shtml),W,2,0,,9-8,3,1.5,Irvin (https://www.baseball-reference.com/players/i/irvinco01.shtml),Howard (https://www.baseball-reference.com/players/h/howarsp01.shtml),Jiménez (https://www.baseball-reference.com/players/j/jimenda01.shtml),2:56,D,"11,083",1.04,+,
18,2022/04/26,boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202204260.shtml),OAK,@,SFG (https://www.baseball-reference.com/teams/SFG/2022.shtml),L,2,8,,9-9,3,2.5,Rodón (https://www.baseball-reference.com/players/r/rodonca01.shtml),Jefferies (https://www.baseball-reference.com/players/j/jeffeda01.shtml),,3:01,N,"32,898",0.99,-,
19,2022/04/27,boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202204270.shtml),OAK,@,SFG (https://www.baseball-reference.com/teams/SFG/2022.shtml),W,1,0,,10-9,3,2,Blackburn (https://www.baseball-reference.com/players/b/blackpa01.shtml),Long (https://www.baseball-reference.com/players/l/longsa01.shtml),Jiménez (https://www.baseball-reference.com/players/j/jimenda01.shtml),3:00,N,"32,014",0.93,+,
20,2022/04/29,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202204290.shtml),OAK,,CLE (https://www.baseball-reference.com/teams/CLE/2022.shtml),L,8,9,,10-10,4,3.5,Stephan (https://www.baseball-reference.com/players/s/stephtr01.shtml),Acevedo (https://www.baseball-reference.com/players/a/acevedo01.shtml),Clase (https://www.baseball-reference.com/players/c/claseem01.shtml),3:21,N,"12,910",0.99,-,
21,2022/04/30,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202204300.shtml),OAK,,CLE (https://www.baseball-reference.com/teams/CLE/2022.shtml),L,1,3,,10-11,4,3.5,Sandlin (https://www.baseball-reference.com/players/s/sandlni01.shtml),Jiménez (https://www.baseball-reference.com/players/j/jimenda01.shtml),Clase (https://www.baseball-reference.com/players/c/claseem01.shtml),2:42,D,"6,707",0.97,--,
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
22,2022/05/01,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202205010.shtml),OAK,,CLE (https://www.baseball-reference.com/teams/CLE/2022.shtml),L,3,7,,10-12,4,4.5,McKenzie (https://www.baseball-reference.com/players/m/mckentr01.shtml),Kaprielian (https://www.baseball-reference.com/players/k/kaprija01.shtml),,3:13,D,"14,945",0.92,---,
23,2022/05/02,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202205020.shtml),OAK,,TBR (https://www.baseball-reference.com/teams/TBR/2022.shtml),L,1,6,,10-13,4,4.5,Rasmussen (https://www.baseball-reference.com/players/r/rasmudr01.shtml),Jefferies (https://www.baseball-reference.com/players/j/jeffeda01.shtml),,2:37,N,"2,488",0.9,----,
24,2022/05/03,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202205030.shtml),OAK,,TBR (https://www.baseball-reference.com/teams/TBR/2022.shtml),L,7,10,10,10-14,4,4.5,Kittredge (https://www.baseball-reference.com/players/k/kittran01.shtml),Trivino (https://www.baseball-reference.com/players/t/trivilo01.shtml),,3:21,N,"2,815",0.84,-----,
25,2022/05/04,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202205040.shtml),OAK,,TBR (https://www.baseball-reference.com/teams/TBR/2022.shtml),L,0,3,,10-15,5,5.5,Feyereisen (https://www.baseball-reference.com/players/f/feyerjo01.shtml),Jackson (https://www.baseball-reference.com/players/j/jacksza02.shtml),Kittredge (https://www.baseball-reference.com/players/k/kittran01.shtml),2:39,D,"4,838",0.77,------,
26,2022/05/06,boxscore (https://www.baseball-reference.com/boxes/MIN/MIN202205060.shtml),OAK,@,MIN (https://www.baseball-reference.com/teams/MIN/2022.shtml),L,1,2,,10-16,5,7,Winder (https://www.baseball-reference.com/players/w/windejo01.shtml),Logue (https://www.baseball-reference.com/players/l/logueza01.shtml),Pagán (https://www.baseball-reference.com/players/p/paganem01.shtml),2:44,N,"17,509",0.69,-------,
27,2022/05/07,boxscore (https://www.baseball-reference.com/boxes/MIN/MIN202205070.shtml),OAK,@,MIN (https://www.baseball-reference.com/teams/MIN/2022.shtml),L,0,1,,10-17,5,7,Jax (https://www.baseball-reference.com/players/j/jaxgr01.shtml),Kaprielian (https://www.baseball-reference.com/players/k/kaprija01.shtml),Durán (https://www.baseball-reference.com/players/d/duranjh01.shtml),2:55,D,"22,272",0.66,--------,
28,2022/05/08,boxscore (https://www.baseball-reference.com/boxes/MIN/MIN202205080.shtml),OAK,@,MIN (https://www.baseball-reference.com/teams/MIN/2022.shtml),L,3,4,,10-18,5,8,Stashak (https://www.baseball-reference.com/players/s/stashco01.shtml),Jefferies (https://www.baseball-reference.com/players/j/jeffeda01.shtml),Pagán (https://www.baseball-reference.com/players/p/paganem01.shtml),3:19,D,"14,295",0.6,---------,
29,2022/05/09,boxscore (https://www.baseball-reference.com/boxes/DET/DET202205090.shtml),OAK,@,DET (https://www.baseball-reference.com/teams/DET/2022.shtml),W,2,0,,11-18,5,8,Blackburn (https://www.baseball-reference.com/players/b/blackpa01.shtml),Pineda (https://www.baseball-reference.com/players/p/pinedmi01.shtml),Jiménez (https://www.baseball-reference.com/players/j/jimenda01.shtml),2:49,N,"12,674",0.51,+,
30,2022/05/10,boxscore (https://www.baseball-reference.com/boxes/DET/DET202205101.shtml),OAK,@,DET (https://www.baseball-reference.com/teams/DET/2022.shtml),L,0,6,,11-19,5,8.5,Skubal (https://www.baseball-reference.com/players/s/skubata01.shtml),Montas (https://www.baseball-reference.com/players/m/montafr02.shtml),,2:56,D,,0.56,-,
31,2022/05/10,boxscore (https://www.baseball-reference.com/boxes/DET/DET202205102.shtml),OAK,@,DET (https://www.baseball-reference.com/teams/DET/2022.shtml),W,4,1,,12-19,5,8.5,Martinez (https://www.baseball-reference.com/players/m/martiad01.shtml),Faedo (https://www.baseball-reference.com/players/f/faedoal01.shtml),,2:59,D,"13,844",0.52,+,
32,2022/05/11,boxscore (https://www.baseball-reference.com/boxes/DET/DET202205110.shtml),OAK,@,DET (https://www.baseball-reference.com/teams/DET/2022.shtml),W,9,0,,13-19,5,7.5,Logue (https://www.baseball-reference.com/players/l/logueza01.shtml),Wentz (https://www.baseball-reference.com/players/w/wentzjo01.shtml),,3:04,N,"15,375",0.56,++,
33,2022/05/12,boxscore (https://www.baseball-reference.com/boxes/DET/DET202205120.shtml),OAK,@,DET (https://www.baseball-reference.com/teams/DET/2022.shtml),W,5,3,,14-19,5,7.5,Puk (https://www.baseball-reference.com/players/p/pukaj01.shtml),Fulmer (https://www.baseball-reference.com/players/f/fulmemi01.shtml),Jiménez (https://www.baseball-reference.com/players/j/jimenda01.shtml),2:57,D,"17,565",0.61,+++,
